rollno,register_sem,subno,sub_type
1801CE08,7,CE495,CORE
1801CE16,7,CE495,CORE
1801CE17,7,CE495,CORE
1801CE18,7,CE495,CORE
1801CE19,7,CE495,CORE
1801CE24,7,CE495,CORE
