rollno,register_sem,subno,sub_type
2012CH08,3,CH521,CORE
2012CH06,3,CH521,CORE
2012CH22,3,CH521,CORE
2012CH20,3,CH521,CORE
2012CH18,3,CH521,CORE
2012CH17,3,CH521,CORE
2012CH07,3,CH521,CORE
2012CH03,3,CH521,CORE
