rollno,register_sem,subno,sub_type
2011EE09,3,EE595,CORE
2011EE10,3,EE595,CORE
2011EE12,3,EE595,CORE
2011EE13,3,EE595,CORE
2011EE14,3,EE595,CORE
2011EE15,3,EE595,CORE
