rollno,register_sem,subno,sub_type
1801CB20,7,CB405,CORE
1801CB04,7,CB405,CORE
1801CB07,7,CB405,CORE
1801CB24,7,CB405,CORE
1801CB11,7,CB405,CORE
1801CB22,7,CB405,CORE
1801CB12,7,CB405,CORE
1801CB23,7,CB405,CORE
1801CB28,7,CB405,CORE
